iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
SPM,North America,Saint Pierre and Miquelon,2022-03-05,1102.0,0.0,4.571,1.0,0.0,0.0,190954.774,0.0,792.138,173.28,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5771.0,,,,,,,,,,,,,81.07,,,,,
VCT,North America,Saint Vincent and the Grenadines,2022-03-01,8311.0,2.0,2.0,106.0,0.0,0.0,74692.861,17.974,17.974,952.646,0.0,0.0,0.57,,,,,,,,,26.0,98262.0,883.103,0.234,37.0,0.333,0.0541,18.5,tests performed,67452.0,35230.0,29152.0,3070.0,8.0,20.0,60.62,31.66,26.2,2.76,180.0,7.0,0.006,,111269.0,281.787,31.8,7.724,4.832,10727.146,,252.675,11.62,,,,2.6,72.53,0.738,,,,
VCT,North America,Saint Vincent and the Grenadines,2022-03-02,8311.0,0.0,1.429,106.0,0.0,0.0,74692.861,0.0,12.839,952.646,0.0,0.0,0.57,,,,,,,,,29.0,98291.0,883.364,0.261,37.0,0.333,0.0386,25.9,tests performed,,,,,,,,,,,,,,,111269.0,281.787,31.8,7.724,4.832,10727.146,,252.675,11.62,,,,2.6,72.53,0.738,,,,
VCT,North America,Saint Vincent and the Grenadines,2022-03-03,8313.0,2.0,1.429,106.0,0.0,0.0,74710.836,17.974,12.839,952.646,0.0,0.0,,,,,,,,,,35.0,98326.0,883.678,0.315,33.0,0.297,0.0433,23.1,tests performed,,,,,,,,,,,,,,,111269.0,281.787,31.8,7.724,4.832,10727.146,,252.675,11.62,,,,2.6,72.53,0.738,,,,
VCT,North America,Saint Vincent and the Grenadines,2022-03-04,8316.0,3.0,1.571,106.0,0.0,0.0,74737.798,26.962,14.123,952.646,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111269.0,281.787,31.8,7.724,4.832,10727.146,,252.675,11.62,,,,2.6,72.53,0.738,,,,
VCT,North America,Saint Vincent and the Grenadines,2022-03-05,8316.0,0.0,1.571,106.0,0.0,0.0,74737.798,0.0,14.123,952.646,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111269.0,281.787,31.8,7.724,4.832,10727.146,,252.675,11.62,,,,2.6,72.53,0.738,,,,
WSM,Oceania,Samoa,2022-03-01,33.0,0.0,0.0,,,,164.881,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200144.0,69.413,22.0,5.606,3.564,6021.557,,348.977,9.21,16.7,38.1,,,73.32,0.715,,,,
WSM,Oceania,Samoa,2022-03-02,33.0,0.0,0.0,,,,164.881,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200144.0,69.413,22.0,5.606,3.564,6021.557,,348.977,9.21,16.7,38.1,,,73.32,0.715,,,,
WSM,Oceania,Samoa,2022-03-03,33.0,0.0,0.0,,,,164.881,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200144.0,69.413,22.0,5.606,3.564,6021.557,,348.977,9.21,16.7,38.1,,,73.32,0.715,,,,
WSM,Oceania,Samoa,2022-03-04,33.0,0.0,0.0,,,,164.881,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200144.0,69.413,22.0,5.606,3.564,6021.557,,348.977,9.21,16.7,38.1,,,73.32,0.715,,,,
WSM,Oceania,Samoa,2022-03-05,33.0,0.0,0.0,,,,164.881,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200144.0,69.413,22.0,5.606,3.564,6021.557,,348.977,9.21,16.7,38.1,,,73.32,0.715,,,,
SMR,Europe,San Marino,2022-03-01,14414.0,45.0,29.571,112.0,0.0,0.0,423816.525,1323.14,869.492,3293.149,0.0,0.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34010.0,556.667,,,,56861.47,,,5.64,,,,3.8,84.97,,,,,
SMR,Europe,San Marino,2022-03-02,14435.0,21.0,24.714,112.0,0.0,0.0,424433.99,617.465,726.677,3293.149,0.0,0.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34010.0,556.667,,,,56861.47,,,5.64,,,,3.8,84.97,,,,,
SMR,Europe,San Marino,2022-03-03,14466.0,31.0,25.0,112.0,0.0,0.0,425345.487,911.497,735.078,3293.149,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34010.0,556.667,,,,56861.47,,,5.64,,,,3.8,84.97,,,,,
SMR,Europe,San Marino,2022-03-04,14487.0,21.0,25.286,112.0,0.0,0.0,425962.952,617.465,743.479,3293.149,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34010.0,556.667,,,,56861.47,,,5.64,,,,3.8,84.97,,,,,
SMR,Europe,San Marino,2022-03-05,14487.0,0.0,25.286,112.0,0.0,0.0,425962.952,0.0,743.479,3293.149,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34010.0,556.667,,,,56861.47,,,5.64,,,,3.8,84.97,,,,,
STP,Africa,Sao Tome and Principe,2022-03-01,5934.0,0.0,0.571,72.0,0.0,0.0,26566.501,0.0,2.558,322.344,0.0,0.0,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223364.0,212.841,18.7,2.886,2.162,3052.714,32.3,270.113,2.42,,,41.34,2.9,70.39,0.625,,,,
STP,Africa,Sao Tome and Principe,2022-03-02,5934.0,0.0,0.286,72.0,0.0,0.0,26566.501,0.0,1.279,322.344,0.0,0.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223364.0,212.841,18.7,2.886,2.162,3052.714,32.3,270.113,2.42,,,41.34,2.9,70.39,0.625,,,,
STP,Africa,Sao Tome and Principe,2022-03-03,5934.0,0.0,0.286,72.0,0.0,0.0,26566.501,0.0,1.279,322.344,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223364.0,212.841,18.7,2.886,2.162,3052.714,32.3,270.113,2.42,,,41.34,2.9,70.39,0.625,,,,
STP,Africa,Sao Tome and Principe,2022-03-04,5939.0,5.0,0.857,72.0,0.0,0.0,26588.886,22.385,3.837,322.344,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,4031.0,,,,,,1.8,,,,,223364.0,212.841,18.7,2.886,2.162,3052.714,32.3,270.113,2.42,,,41.34,2.9,70.39,0.625,,,,
STP,Africa,Sao Tome and Principe,2022-03-05,5939.0,0.0,0.857,72.0,0.0,0.0,26588.886,0.0,3.837,322.344,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223364.0,212.841,18.7,2.886,2.162,3052.714,32.3,270.113,2.42,,,41.34,2.9,70.39,0.625,,,,
SAU,Asia,Saudi Arabia,2022-03-01,745590.0,563.0,621.857,9001.0,3.0,2.0,21097.217,15.931,17.596,254.692,0.085,0.057,0.52,,,,,,,,,60558.0,40829579.0,1155.314,1.714,63868.0,1.807,0.0097,102.7,tests performed,,,,,,,,,,,,,,,35340680.0,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,2.7,75.13,0.854,,,,
SAU,Asia,Saudi Arabia,2022-03-02,746066.0,476.0,600.286,9002.0,1.0,1.714,21110.686,13.469,16.986,254.721,0.028,0.049,0.52,,,,,,,,,58238.0,40887817.0,1156.962,1.648,62585.0,1.771,0.0096,104.3,tests performed,,,,,,,,,,,,,,,35340680.0,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,2.7,75.13,0.854,,,,
SAU,Asia,Saudi Arabia,2022-03-03,746473.0,407.0,561.714,9004.0,2.0,1.857,21122.203,11.516,15.894,254.777,0.057,0.053,,,,,,,,,,56117.0,40943934.0,1158.55,1.588,60625.0,1.715,0.0093,107.9,tests performed,,,,,,,,,,,,,,,35340680.0,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,2.7,75.13,0.854,,,,
SAU,Asia,Saudi Arabia,2022-03-04,746836.0,363.0,518.714,9005.0,1.0,1.714,21132.474,10.271,14.678,254.806,0.028,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35340680.0,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,2.7,75.13,0.854,,,,
SAU,Asia,Saudi Arabia,2022-03-05,747119.0,283.0,482.429,9006.0,1.0,1.714,21140.482,8.008,13.651,254.834,0.028,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35340680.0,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,2.7,75.13,0.854,,,,
SEN,Africa,Senegal,2022-03-01,85699.0,6.0,14.143,1960.0,0.0,0.143,4983.57,0.349,0.822,113.978,0.0,0.008,0.64,,,,,,,,,939.0,1033707.0,60.112,0.055,1225.0,0.071,0.0115,86.6,tests performed,,,,,,,,,,,,,,,17196308.0,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,,,,
SEN,Africa,Senegal,2022-03-02,85712.0,13.0,13.286,1960.0,0.0,0.0,4984.326,0.756,0.773,113.978,0.0,0.0,0.65,,,,,,,,,1422.0,1035129.0,60.195,0.083,1236.0,0.072,0.0107,93.0,tests performed,,,,,,,,,,,,,,,17196308.0,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,,,,
SEN,Africa,Senegal,2022-03-03,85729.0,17.0,13.143,1960.0,0.0,0.0,4985.314,0.989,0.764,113.978,0.0,0.0,,,,,,,,,,932.0,1036061.0,60.249,0.054,1202.0,0.07,0.0109,91.5,tests performed,,,,,,,,,,,,,,,17196308.0,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,,,,
SEN,Africa,Senegal,2022-03-04,85739.0,10.0,12.571,1961.0,1.0,0.143,4985.896,0.582,0.731,114.036,0.058,0.008,,,,,,,,,,1186.0,1037247.0,60.318,0.069,1200.0,0.07,,,tests performed,,,,,,,,,,,,,,,17196308.0,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,,,,
SEN,Africa,Senegal,2022-03-05,85747.0,8.0,11.571,1961.0,0.0,0.143,4986.361,0.465,0.673,114.036,0.0,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17196308.0,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,,67.94,0.512,,,,
SRB,Europe,Serbia,2022-03-01,1913861.0,2886.0,3096.286,15280.0,39.0,46.0,278519.67,419.993,450.595,2223.662,5.676,6.694,0.57,105.0,15.28,2411.0,350.867,,,,,15116.0,8769892.0,1276.262,2.2,14205.0,2.067,0.218,4.6,people tested,8474034.0,3344161.0,3263979.0,1865894.0,1698.0,1680.0,123.32,48.67,47.5,27.15,244.0,211.0,0.003,,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2022-03-02,1916707.0,2846.0,2876.0,15315.0,35.0,43.571,278933.841,414.172,418.537,2228.756,5.093,6.341,0.57,105.0,15.28,2310.0,336.169,,,,,15195.0,8785087.0,1278.473,2.211,13799.0,2.008,0.2084,4.8,people tested,,,,,,,,,,,,,,,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2022-03-03,1919327.0,2620.0,2719.143,15346.0,31.0,41.0,279315.124,381.282,395.71,2233.267,4.511,5.967,,100.0,14.553,2190.0,318.706,,,,,15059.0,8800146.0,1280.664,2.192,13601.0,1.979,0.1999,5.0,people tested,,,,,,,,,,,,,,,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2022-03-04,1921831.0,2504.0,2619.571,15375.0,29.0,37.857,279679.525,364.401,381.22,2237.487,4.22,5.509,,100.0,14.553,2064.0,300.369,,,,,14007.0,8814153.0,1282.703,2.038,13590.0,1.978,,,people tested,,,,,,,,,,,,,,,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SRB,Europe,Serbia,2022-03-05,1923977.0,2146.0,2547.857,15405.0,30.0,35.714,279991.827,312.302,370.784,2241.853,4.366,5.197,,103.0,14.989,1997.0,290.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
SYC,Africa,Seychelles,2022-03-01,39403.0,67.0,31.714,163.0,0.0,0.429,398372.258,677.383,320.638,1647.963,0.0,4.333,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98910.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796,,,,
SYC,Africa,Seychelles,2022-03-02,39403.0,0.0,31.714,163.0,0.0,0.429,398372.258,0.0,320.638,1647.963,0.0,4.333,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98910.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796,,,,
SYC,Africa,Seychelles,2022-03-03,39408.0,5.0,22.429,163.0,0.0,0.429,398422.809,50.551,226.757,1647.963,0.0,4.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98910.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796,,,,
SYC,Africa,Seychelles,2022-03-04,39427.0,19.0,25.143,163.0,0.0,0.429,398614.902,192.094,254.199,1647.963,0.0,4.333,,,,,,,,,,,,,,,,,,,,,,27744.0,,,,,,28.05,,,,,98910.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796,,,,
SYC,Africa,Seychelles,2022-03-05,39427.0,0.0,25.143,163.0,0.0,0.429,398614.902,0.0,254.199,1647.963,0.0,4.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98910.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,,3.6,73.4,0.796,,,,
SLE,Africa,Sierra Leone,2022-03-01,7665.0,0.0,0.286,125.0,0.0,0.0,941.491,0.0,0.035,15.354,0.0,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8141343.0,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452,,,,
SLE,Africa,Sierra Leone,2022-03-02,7665.0,0.0,0.286,125.0,0.0,0.0,941.491,0.0,0.035,15.354,0.0,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8141343.0,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452,,,,
SLE,Africa,Sierra Leone,2022-03-03,7665.0,0.0,0.0,125.0,0.0,0.0,941.491,0.0,0.0,15.354,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8141343.0,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452,,,,
SLE,Africa,Sierra Leone,2022-03-04,7665.0,0.0,0.0,125.0,0.0,0.0,941.491,0.0,0.0,15.354,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8141343.0,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452,,,,
SLE,Africa,Sierra Leone,2022-03-05,7665.0,0.0,0.0,125.0,0.0,0.0,941.491,0.0,0.0,15.354,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8141343.0,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,,54.7,0.452,,,,
SGP,Asia,Singapore,2022-03-01,748504.0,24080.0,18030.143,1030.0,11.0,10.571,137249.523,4415.432,3306.099,188.866,2.017,1.938,1.16,32.0,5.868,1694.0,310.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,2022-03-02,767663.0,19159.0,17865.429,1040.0,10.0,11.0,140762.616,3513.092,3275.896,190.7,1.834,2.017,1.16,26.0,4.767,1682.0,308.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,2022-03-03,785825.0,18162.0,17803.857,1049.0,9.0,10.571,144092.893,3330.277,3264.606,192.35,1.65,1.938,,28.0,5.134,1657.0,303.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,2022-03-04,803389.0,17564.0,17656.286,1067.0,18.0,11.571,147313.518,3220.625,3237.547,195.651,3.301,2.122,,30.0,5.501,1648.0,302.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,2022-03-05,819663.0,16274.0,17573.0,1073.0,6.0,10.571,150297.602,2984.084,3222.275,196.751,1.1,1.938,,34.0,6.234,1525.0,279.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,5453600.0,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SVK,Europe,Slovakia,2022-03-01,2134795.0,15437.0,15592.714,18530.0,45.0,35.857,391757.979,2832.857,2861.432,3400.455,8.258,6.58,0.86,,,,,,,,,46145.0,49634064.0,9108.388,8.468,42889.0,7.871,0.32,3.1,tests performed,,,,,,,,,,,,,,,5449270.0,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86,,,,
SVK,Europe,Slovakia,2022-03-02,2150666.0,15871.0,14058.0,18567.0,37.0,36.143,394670.479,2912.5,2579.795,3407.245,6.79,6.633,0.85,,,,,,,,,37425.0,49671489.0,9115.256,6.868,40405.0,7.415,0.322,3.1,tests performed,,,,,,,,,,,,,,,5449270.0,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86,,,,
SVK,Europe,Slovakia,2022-03-03,2164751.0,14085.0,13339.857,18611.0,44.0,39.0,397255.229,2584.75,2448.008,3415.32,8.074,7.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5449270.0,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86,,,,
SVK,Europe,Slovakia,2022-03-04,2178234.0,13483.0,13467.286,18631.0,20.0,36.571,399729.505,2474.276,2471.393,3418.99,3.67,6.711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5449270.0,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86,,,,
SVK,Europe,Slovakia,2022-03-05,2190599.0,12365.0,12597.0,18663.0,32.0,35.714,401998.616,2269.111,2311.686,3424.862,5.872,6.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5449270.0,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,,5.82,77.54,0.86,,,,
SVN,Europe,Slovenia,2022-03-01,895174.0,2554.0,1830.0,6318.0,11.0,11.714,430636.501,1228.639,880.348,3039.366,5.292,5.635,0.52,,,,,,,,,11746.0,4423043.0,2127.769,5.651,13024.0,6.265,0.133,7.5,tests performed,2963336.0,1263881.0,1218432.0,628214.0,329.0,600.0,142.56,60.8,58.61,30.22,289.0,34.0,0.002,,2078723.0,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,4.5,81.32,0.917,,,,
SVN,Europe,Slovenia,2022-03-02,897040.0,1866.0,1744.286,6327.0,9.0,11.571,431534.168,897.667,839.114,3043.696,4.33,5.567,0.52,,,,,,,,,13426.0,4436469.0,2134.228,6.459,12309.0,5.921,0.134,7.5,tests performed,2964184.0,1263944.0,1218555.0,628890.0,848.0,564.0,142.6,60.8,58.62,30.25,271.0,36.0,0.002,,2078723.0,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,4.5,81.32,0.917,,,,
SVN,Europe,Slovenia,2022-03-03,898947.0,1907.0,1674.714,6337.0,10.0,11.429,432451.558,917.39,805.646,3048.506,4.811,5.498,,,,,,,,,,11296.0,4447765.0,2139.662,5.434,11875.0,5.713,0.138,7.2,tests performed,2964942.0,1263991.0,1218694.0,629474.0,758.0,515.0,142.63,60.81,58.63,30.28,248.0,34.0,0.002,,2078723.0,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,4.5,81.32,0.917,,,,
SVN,Europe,Slovenia,2022-03-04,900857.0,1910.0,1665.0,6341.0,4.0,11.0,433370.391,918.833,800.973,3050.43,1.924,5.292,,,,,,,,,,,,,,,,,,,2965702.0,1264029.0,1218810.0,630095.0,760.0,455.0,142.67,60.81,58.63,30.31,219.0,28.0,0.001,,2078723.0,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,4.5,81.32,0.917,,,,
SVN,Europe,Slovenia,2022-03-05,902744.0,1887.0,1671.857,6351.0,10.0,10.714,434278.16,907.769,804.271,3055.241,4.811,5.154,,,,,,,,,,,,,,,,,,,2965721.0,1264029.0,1218812.0,630112.0,19.0,447.0,142.67,60.81,58.63,30.31,215.0,28.0,0.001,,2078723.0,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25.0,,4.5,81.32,0.917,,,,
SLB,Oceania,Solomon Islands,2022-03-01,7258.0,209.0,184.286,106.0,7.0,3.0,10309.732,296.877,261.771,150.569,9.943,4.261,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703995.0,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,,,35.89,1.4,73.0,0.567,,,,
SLB,Oceania,Solomon Islands,2022-03-02,7258.0,0.0,130.0,106.0,0.0,2.714,10309.732,0.0,184.66,150.569,0.0,3.856,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703995.0,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,,,35.89,1.4,73.0,0.567,,,,
SLB,Oceania,Solomon Islands,2022-03-03,7258.0,0.0,86.286,111.0,5.0,2.714,10309.732,0.0,122.566,157.672,7.102,3.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703995.0,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,,,35.89,1.4,73.0,0.567,,,,
SLB,Oceania,Solomon Islands,2022-03-04,7326.0,68.0,96.0,111.0,0.0,2.714,10406.324,96.592,136.365,157.672,0.0,3.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703995.0,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,,,35.89,1.4,73.0,0.567,,,,
SLB,Oceania,Solomon Islands,2022-03-05,7940.0,614.0,161.0,115.0,4.0,3.143,11278.489,872.165,228.695,163.353,5.682,4.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703995.0,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,,,35.89,1.4,73.0,0.567,,,,
SOM,Africa,Somalia,2022-03-01,26351.0,38.0,5.429,1348.0,0.0,0.0,1610.746,2.323,0.332,82.399,0.0,0.0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16359500.0,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,0.9,57.4,,,,,
SOM,Africa,Somalia,2022-03-02,26351.0,0.0,5.429,1348.0,0.0,0.0,1610.746,0.0,0.332,82.399,0.0,0.0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16359500.0,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,0.9,57.4,,,,,
SOM,Africa,Somalia,2022-03-03,26351.0,0.0,5.429,1348.0,0.0,0.0,1610.746,0.0,0.332,82.399,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16359500.0,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,0.9,57.4,,,,,
SOM,Africa,Somalia,2022-03-04,26351.0,0.0,5.429,1348.0,0.0,0.0,1610.746,0.0,0.332,82.399,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16359500.0,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,0.9,57.4,,,,,
SOM,Africa,Somalia,2022-03-05,26351.0,0.0,5.429,1348.0,0.0,0.0,1610.746,0.0,0.332,82.399,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16359500.0,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,0.9,57.4,,,,,
ZAF,Africa,South Africa,2022-03-01,3675691.0,1649.0,1951.286,99430.0,18.0,80.286,61218.668,27.464,32.499,1656.008,0.3,1.337,0.8,,,,,,,,,26360.0,23111817.0,384.928,0.439,26223.0,0.437,0.0744,13.4,people tested,31652555.0,20396606.0,17301807.0,1162202.0,,75624.0,52.72,33.97,28.82,1.94,1260.0,26564.0,0.044,,60041996.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,,,,
ZAF,Africa,South Africa,2022-03-02,3677686.0,1995.0,1791.0,99458.0,28.0,68.571,61251.894,33.227,29.829,1656.474,0.466,1.142,0.77,,,,,,,,,26608.0,23138425.0,385.371,0.443,24900.0,0.415,0.0719,13.9,people tested,,,,,,,,,,,,,,,60041996.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,,,,
ZAF,Africa,South Africa,2022-03-03,3679539.0,1853.0,1711.286,99499.0,41.0,68.714,61282.756,30.862,28.501,1657.157,0.683,1.144,,,,,,,,,,28302.0,23166727.0,385.842,0.471,24540.0,0.409,0.0697,14.3,people tested,,,,,,,,,,,,,,,60041996.0,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,,,,
